id,text,isCorrect,questionId
2398,save,False,600
2399,eye,False,600
2400,example,False,600
2401,tough,True,601
2402,region,False,601
2403,operation,False,601
2404,firm,False,601
2405,thus,True,602
2406,machine,False,602
2407,let,False,602
2408,film,False,602
2409,administration,True,603
2410,wide,False,603
2411,talk,False,603
2412,audience,False,603
2413,imagine,True,604
2414,actually,False,604
2415,edge,False,604
2416,themselves,False,604
2417,old,True,605
2418,ever,False,605
2419,small,False,605
2420,option,False,605
2421,edge,True,606
2422,environmental,False,606
2423,about,False,606
2424,discussion,False,606
2425,hold,True,607
2426,college,False,607
2427,or,False,607
2428,sign,False,607
2429,from,True,608
2430,total,False,608
2431,policy,False,608
2432,civil,False,608
2433,space,True,609
2434,structure,False,609
2435,yet,False,609
2436,side,False,609
2437,here,True,610
2438,soldier,False,610
2439,property,False,610
2440,Mr,False,610
2441,first,True,611
2442,heavy,False,611
2443,goal,False,611
2444,from,False,611
2445,stay,True,612
2446,however,False,612
2447,language,False,612
2448,unit,False,612
2449,look,True,613
2450,able,False,613
2451,together,False,613
2452,among,False,613
2453,identify,True,614
2454,believe,False,614
2455,fight,False,614
2456,offer,False,614
2457,guess,True,615
2458,on,False,615
2459,discussion,False,615
2460,summer,False,615
2461,road,True,616
2462,public,False,616
2463,nice,False,616
2464,try,False,616
2465,participant,True,617
2466,director,False,617
2467,ask,False,617
2468,show,False,617
2469,purpose,True,618
2470,easy,False,618
2471,protect,False,618
2472,place,False,618
2473,raise,True,619
2474,this,False,619
2475,knowledge,False,619
2476,choose,False,619
2477,cell,True,620
2478,collection,False,620
2479,they,False,620
2480,rise,False,620
2481,size,True,621
2482,sit,False,621
2483,month,False,621
2484,relate,False,621
2485,out,True,622
2486,attention,False,622
2487,detail,False,622
2488,play,False,622
2489,approach,True,623
2490,election,False,623
2491,newspaper,False,623
2492,allow,False,623
2493,we,True,624
2494,effort,False,624
2495,land,False,624
2496,two,False,624
2497,beat,True,625
2498,board,False,625
2499,group,False,625
2500,under,False,625
2501,personal,True,626
2502,huge,False,626
2503,between,False,626
2504,quickly,False,626
2505,if,True,627
2506,long,False,627
2507,community,False,627
2508,himself,False,627
2509,painting,True,628
2510,administration,False,628
2511,Republican,False,628
2512,hear,False,628
2513,arm,True,629
2514,car,False,629
2515,think,False,629
2516,family,False,629
2517,reflect,True,630
2518,decade,False,630
2519,create,False,630
2520,her,False,630
2521,voice,True,631
2522,old,False,631
2523,person,False,631
2524,rich,False,631
2525,subject,True,632
2526,president,False,632
2527,guy,False,632
2528,staff,False,632
2529,any,True,633
2530,through,False,633
2531,much,False,633
2532,since,False,633
2533,name,True,634
2534,practice,False,634
2535,discuss,False,634
2536,until,False,634
2537,development,True,635
2538,development,False,635
2539,professor,False,635
2540,song,False,635
2541,single,True,636
2542,floor,False,636
2543,fish,False,636
2544,issue,False,636
2545,learn,True,637
2546,worker,False,637
2547,cultural,False,637
2548,magazine,False,637
2549,hope,True,638
2550,popular,False,638
2551,main,False,638
2552,way,False,638
2553,relate,True,639
2554,girl,False,639
2555,offer,False,639
2556,article,False,639
2557,company,True,640
2558,reality,False,640
2559,structure,False,640
2560,wind,False,640
2561,voice,True,641
2562,suffer,False,641
2563,present,False,641
2564,conference,False,641
2565,from,True,642
2566,issue,False,642
2567,myself,False,642
2568,eight,False,642
2569,world,True,643
2570,out,False,643
2571,brother,False,643
2572,town,False,643
2573,effort,True,644
2574,up,False,644
2575,language,False,644
2576,fish,False,644
2577,camera,True,645
2578,than,False,645
2579,painting,False,645
2580,group,False,645
2581,become,True,646
2582,thought,False,646
2583,hand,False,646
2584,toward,False,646
2585,pull,True,647
2586,it,False,647
2587,investment,False,647
2588,local,False,647
2589,then,True,648
2590,use,False,648
2591,yeah,False,648
2592,ten,False,648
2593,cost,True,649
2594,north,False,649
2595,home,False,649
2596,improve,False,649
2597,certainly,True,650
2598,sense,False,650
2599,quite,False,650
2600,father,False,650
2601,strategy,True,651
2602,hospital,False,651
2603,industry,False,651
2604,parent,False,651
2605,matter,True,652
2606,management,False,652
2607,report,False,652
2608,quite,False,652
2609,win,True,653
2610,wide,False,653
2611,bed,False,653
2612,father,False,653
2613,people,True,654
2614,nor,False,654
2615,raise,False,654
2616,student,False,654
2617,tonight,True,655
2618,past,False,655
2619,lose,False,655
2620,husband,False,655
2621,create,True,656
2622,early,False,656
2623,knowledge,False,656
2624,top,False,656
2625,national,True,657
2626,choose,False,657
2627,sign,False,657
2628,last,False,657
2629,across,True,658
2630,everything,False,658
2631,writer,False,658
2632,decide,False,658
2633,cup,True,659
2634,science,False,659
2635,herself,False,659
2636,central,False,659
2637,anything,True,660
2638,style,False,660
2639,lawyer,False,660
2640,firm,False,660
2641,several,True,661
2642,city,False,661
2643,standard,False,661
2644,each,False,661
2645,else,True,662
2646,everybody,False,662
2647,thing,False,662
2648,shoulder,False,662
2649,huge,True,663
2650,difficult,False,663
2651,camera,False,663
2652,learn,False,663
2653,information,True,664
2654,operation,False,664
2655,instead,False,664
2656,human,False,664
2657,ago,True,665
2658,between,False,665
2659,agree,False,665
2660,deep,False,665
2661,speech,True,666
2662,research,False,666
2663,expect,False,666
2664,might,False,666
2665,face,True,667
2666,artist,False,667
2667,memory,False,667
2668,house,False,667
2669,minute,True,668
2670,out,False,668
2671,human,False,668
2672,we,False,668
2673,next,True,669
2674,day,False,669
2675,education,False,669
2676,by,False,669
2677,everybody,True,670
2678,computer,False,670
2679,part,False,670
2680,boy,False,670
2681,but,True,671
2682,education,False,671
2683,campaign,False,671
2684,sea,False,671
2685,wait,True,672
2686,detail,False,672
2687,finally,False,672
2688,your,False,672
2689,imagine,True,673
2690,may,False,673
2691,put,False,673
2692,standard,False,673
2693,forward,True,674
2694,page,False,674
2695,real,False,674
2696,certain,False,674
2697,customer,True,675
2698,me,False,675
2699,process,False,675
2700,its,False,675
2701,carry,True,676
2702,so,False,676
2703,program,False,676
2704,necessary,False,676
2705,message,True,677
2706,who,False,677
2707,find,False,677
2708,important,False,677
2709,house,True,678
2710,often,False,678
2711,something,False,678
2712,evidence,False,678
2713,short,True,679
2714,wonder,False,679
2715,here,False,679
2716,kitchen,False,679
2717,happy,True,680
2718,fast,False,680
2719,wide,False,680
2720,especially,False,680
2721,carry,True,681
2722,stage,False,681
2723,work,False,681
2724,would,False,681
2725,though,True,682
2726,evidence,False,682
2727,hospital,False,682
2728,step,False,682
2729,recent,True,683
2730,surface,False,683
2731,run,False,683
2732,thank,False,683
2733,morning,True,684
2734,else,False,684
2735,apply,False,684
2736,majority,False,684
2737,authority,True,685
2738,only,False,685
2739,teacher,False,685
2740,whom,False,685
2741,say,True,686
2742,sport,False,686
2743,voice,False,686
2744,firm,False,686
2745,involve,True,687
2746,business,False,687
2747,group,False,687
2748,health,False,687
2749,account,True,688
2750,general,False,688
2751,mission,False,688
2752,ability,False,688
2753,management,True,689
2754,much,False,689
2755,have,False,689
2756,life,False,689
2757,computer,True,690
2758,wrong,False,690
2759,allow,False,690
2760,surface,False,690
2761,religious,True,691
2762,general,False,691
2763,blue,False,691
2764,ask,False,691
2765,security,True,692
2766,off,False,692
2767,much,False,692
2768,data,False,692
2769,hot,True,693
2770,final,False,693
2771,threat,False,693
2772,thank,False,693
2773,child,True,694
2774,those,False,694
2775,citizen,False,694
2776,south,False,694
2777,nothing,True,695
2778,company,False,695
2779,message,False,695
2780,chair,False,695
2781,stuff,True,696
2782,act,False,696
2783,officer,False,696
2784,sister,False,696
2785,maintain,True,697
2786,rule,False,697
2787,laugh,False,697
2788,accept,False,697
2789,catch,True,698
2790,reality,False,698
2791,age,False,698
2792,summer,False,698
2793,professional,True,699
2794,animal,False,699
2795,price,False,699
2796,likely,False,699
2797,identify,True,700
2798,western,False,700
2799,travel,False,700
2800,walk,False,700
2801,side,True,701
2802,ground,False,701
2803,support,False,701
2804,specific,False,701
2805,tell,True,702
2806,well,False,702
2807,standard,False,702
2808,hot,False,702
2809,we,True,703
2810,describe,False,703
2811,difference,False,703
2812,type,False,703
2813,the,True,704
2814,yeah,False,704
2815,same,False,704
2816,difficult,False,704
2817,also,True,705
2818,many,False,705
2819,clearly,False,705
2820,more,False,705
2821,subject,True,706
2822,fire,False,706
2823,that,False,706
2824,human,False,706
2825,amount,True,707
2826,career,False,707
2827,fire,False,707
2828,PM,False,707
2829,everyone,True,708
2830,past,False,708
2831,standard,False,708
2832,election,False,708
2833,hot,True,709
2834,involve,False,709
2835,phone,False,709
2836,base,False,709
2837,read,True,710
2838,difficult,False,710
2839,owner,False,710
2840,rise,False,710
2841,fact,True,711
2842,party,False,711
2843,tree,False,711
2844,program,False,711
2845,face,True,712
2846,song,False,712
2847,report,False,712
2848,blood,False,712
2849,meet,True,713
2850,human,False,713
2851,drive,False,713
2852,natural,False,713
2853,question,True,714
2854,idea,False,714
2855,none,False,714
2856,democratic,False,714
2857,child,True,715
2858,compare,False,715
2859,purpose,False,715
2860,better,False,715
2861,summer,True,716
2862,color,False,716
2863,item,False,716
2864,impact,False,716
2865,development,True,717
2866,attack,False,717
2867,travel,False,717
2868,many,False,717
2869,clearly,True,718
2870,white,False,718
2871,one,False,718
2872,need,False,718
2873,involve,True,719
2874,southern,False,719
2875,simple,False,719
2876,network,False,719
2877,three,True,720
2878,popular,False,720
2879,garden,False,720
2880,success,False,720
2881,identify,True,721
2882,notice,False,721
2883,personal,False,721
2884,upon,False,721
2885,loss,True,722
2886,only,False,722
2887,two,False,722
2888,moment,False,722
2889,general,True,723
2890,hotel,False,723
2891,choice,False,723
2892,person,False,723
2893,bill,True,724
2894,parent,False,724
2895,relationship,False,724
2896,much,False,724
2897,treatment,True,725
2898,field,False,725
2899,part,False,725
2900,why,False,725
2901,while,True,726
2902,perform,False,726
2903,ball,False,726
2904,answer,False,726
2905,ask,True,727
2906,word,False,727
2907,movie,False,727
2908,more,False,727
2909,benefit,True,728
2910,bar,False,728
2911,these,False,728
2912,nothing,False,728
2913,degree,True,729
2914,poor,False,729
2915,lawyer,False,729
2916,pay,False,729
2917,control,True,730
2918,reach,False,730
2919,start,False,730
2920,very,False,730
2921,marriage,True,731
2922,young,False,731
2923,subject,False,731
2924,official,False,731
2925,performance,True,732
2926,stay,False,732
2927,crime,False,732
2928,baby,False,732
2929,before,True,733
2930,left,False,733
2931,apply,False,733
2932,situation,False,733
2933,bank,True,734
2934,step,False,734
2935,help,False,734
2936,trip,False,734
2937,black,True,735
2938,everybody,False,735
2939,present,False,735
2940,charge,False,735
2941,relate,True,736
2942,data,False,736
2943,young,False,736
2944,expert,False,736
2945,for,True,737
2946,mission,False,737
2947,risk,False,737
2948,sell,False,737
2949,four,True,738
2950,answer,False,738
2951,image,False,738
2952,marriage,False,738
2953,more,True,739
2954,significant,False,739
2955,high,False,739
2956,your,False,739
2957,trial,True,740
2958,almost,False,740
2959,strategy,False,740
2960,management,False,740
2961,fall,True,741
2962,kid,False,741
2963,power,False,741
2964,realize,False,741
2965,top,True,742
2966,gas,False,742
2967,benefit,False,742
2968,different,False,742
2969,say,True,743
2970,as,False,743
2971,hour,False,743
2972,thought,False,743
2973,light,True,744
2974,travel,False,744
2975,wish,False,744
2976,establish,False,744
2977,property,True,745
2978,drive,False,745
2979,factor,False,745
2980,bag,False,745
2981,raise,True,746
2982,sit,False,746
2983,she,False,746
2984,property,False,746
2985,race,True,747
2986,control,False,747
2987,realize,False,747
2988,behavior,False,747
2989,address,True,748
2990,growth,False,748
2991,star,False,748
2992,heart,False,748
2993,according,True,749
2994,high,False,749
2995,mention,False,749
2996,pass,False,749
2997,plan,True,750
2998,law,False,750
2999,picture,False,750
3000,day,False,750
3001,foot,True,751
3002,peace,False,751
3003,must,False,751
3004,born,False,751
3005,hand,True,752
3006,claim,False,752
3007,themselves,False,752
3008,hard,False,752
3009,store,True,753
3010,kitchen,False,753
3011,above,False,753
3012,rich,False,753
3013,debate,True,754
3014,threat,False,754
3015,rise,False,754
3016,man,False,754
3017,treat,True,755
3018,require,False,755
3019,may,False,755
3020,nature,False,755
3021,my,True,756
3022,film,False,756
3023,prevent,False,756
3024,miss,False,756
3025,next,True,757
3026,guy,False,757
3027,very,False,757
3028,history,False,757
3029,anyone,True,758
3030,off,False,758
3031,position,False,758
3032,also,False,758
3033,history,True,759
3034,spring,False,759
3035,my,False,759
3036,same,False,759
3037,out,True,760
3038,occur,False,760
3039,he,False,760
3040,point,False,760
3041,authority,True,761
3042,director,False,761
3043,always,False,761
3044,within,False,761
3045,with,True,762
3046,make,False,762
3047,grow,False,762
3048,concern,False,762
3049,another,True,763
3050,agreement,False,763
3051,there,False,763
3052,their,False,763
3053,rich,True,764
3054,give,False,764
3055,mouth,False,764
3056,finally,False,764
3057,let,True,765
3058,husband,False,765
3059,should,False,765
3060,current,False,765
3061,down,True,766
3062,life,False,766
3063,high,False,766
3064,father,False,766
3065,turn,True,767
3066,return,False,767
3067,always,False,767
3068,soon,False,767
3069,win,True,768
3070,pull,False,768
3071,free,False,768
3072,seven,False,768
3073,former,True,769
3074,own,False,769
3075,mission,False,769
3076,wear,False,769
3077,stay,True,770
3078,agent,False,770
3079,government,False,770
3080,top,False,770
3081,summer,True,771
3082,know,False,771
3083,impact,False,771
3084,pick,False,771
3085,west,True,772
3086,attack,False,772
3087,near,False,772
3088,public,False,772
3089,happy,True,773
3090,agree,False,773
3091,law,False,773
3092,sometimes,False,773
3093,method,True,774
3094,economy,False,774
3095,enter,False,774
3096,adult,False,774
3097,believe,True,775
3098,identify,False,775
3099,visit,False,775
3100,explain,False,775
3101,small,True,776
3102,discover,False,776
3103,win,False,776
3104,paper,False,776
3105,indicate,True,777
3106,finish,False,777
3107,most,False,777
3108,both,False,777
3109,arm,True,778
3110,us,False,778
3111,sport,False,778
3112,race,False,778
3113,imagine,True,779
3114,staff,False,779
3115,protect,False,779
3116,according,False,779
3117,event,True,780
3118,fly,False,780
3119,cultural,False,780
3120,set,False,780
3121,run,True,781
3122,organization,False,781
3123,floor,False,781
3124,training,False,781
3125,view,True,782
3126,school,False,782
3127,water,False,782
3128,matter,False,782
3129,region,True,783
3130,TV,False,783
3131,peace,False,783
3132,listen,False,783
3133,growth,True,784
3134,age,False,784
3135,nation,False,784
3136,move,False,784
3137,poor,True,785
3138,usually,False,785
3139,word,False,785
3140,money,False,785
3141,throughout,True,786
3142,both,False,786
3143,way,False,786
3144,management,False,786
3145,activity,True,787
3146,data,False,787
3147,fill,False,787
3148,especially,False,787
3149,apply,True,788
3150,stop,False,788
3151,choose,False,788
3152,the,False,788
3153,professor,True,789
3154,teach,False,789
3155,east,False,789
3156,final,False,789
3157,cut,True,790
3158,forward,False,790
3159,where,False,790
3160,some,False,790
3161,where,True,791
3162,computer,False,791
3163,candidate,False,791
3164,state,False,791
3165,hit,True,792
3166,job,False,792
3167,event,False,792
3168,picture,False,792
3169,investment,True,793
3170,physical,False,793
3171,senior,False,793
3172,describe,False,793
3173,year,True,794
3174,instead,False,794
3175,today,False,794
3176,part,False,794
3177,such,True,795
3178,sign,False,795
3179,dog,False,795
3180,wonder,False,795
3181,page,True,796
3182,choose,False,796
3183,smile,False,796
3184,southern,False,796
3185,happen,True,797
3186,five,False,797
3187,item,False,797
3188,response,False,797
3189,clear,True,798
3190,build,False,798
3191,change,False,798
3192,beyond,False,798
3193,wait,True,799
3194,reason,False,799
3195,morning,False,799
3196,least,False,799
3197,mind,True,800
3198,across,False,800
3199,spend,False,800
3200,tend,False,800
3201,outside,True,801
3202,sell,False,801
3203,kid,False,801
3204,during,False,801
3205,factor,True,802
3206,floor,False,802
3207,up,False,802
3208,series,False,802
3209,development,True,803
3210,cover,False,803
3211,him,False,803
3212,present,False,803
3213,station,True,804
3214,least,False,804
3215,keep,False,804
3216,note,False,804
3217,owner,True,805
3218,third,False,805
3219,once,False,805
3220,feel,False,805
3221,radio,True,806
3222,activity,False,806
3223,community,False,806
3224,human,False,806
3225,single,True,807
3226,couple,False,807
3227,writer,False,807
3228,simple,False,807
3229,small,True,808
3230,maybe,False,808
3231,behind,False,808
3232,town,False,808
3233,sound,True,809
3234,draw,False,809
3235,campaign,False,809
3236,part,False,809
3237,defense,True,810
3238,generation,False,810
3239,red,False,810
3240,such,False,810
3241,decade,True,811
3242,sport,False,811
3243,community,False,811
3244,friend,False,811
3245,direction,True,812
3246,director,False,812
3247,next,False,812
3248,sit,False,812
3249,second,True,813
3250,great,False,813
3251,record,False,813
3252,sense,False,813
3253,big,True,814
3254,system,False,814
3255,debate,False,814
3256,effect,False,814
3257,year,True,815
3258,I,False,815
3259,table,False,815
3260,commercial,False,815
3261,kitchen,True,816
3262,under,False,816
3263,my,False,816
3264,low,False,816
3265,likely,True,817
3266,stage,False,817
3267,concern,False,817
3268,trade,False,817
3269,everyone,True,818
3270,group,False,818
3271,accept,False,818
3272,treatment,False,818
3273,teach,True,819
3274,color,False,819
3275,read,False,819
3276,sort,False,819
3277,throw,True,820
3278,mean,False,820
3279,social,False,820
3280,decision,False,820
3281,some,True,821
3282,this,False,821
3283,inside,False,821
3284,allow,False,821
3285,control,True,822
3286,upon,False,822
3287,natural,False,822
3288,rather,False,822
3289,central,True,823
3290,choose,False,823
3291,performance,False,823
3292,we,False,823
3293,example,True,824
3294,administration,False,824
3295,guy,False,824
3296,more,False,824
3297,various,True,825
3298,message,False,825
3299,add,False,825
3300,any,False,825
3301,country,True,826
3302,figure,False,826
3303,answer,False,826
3304,see,False,826
3305,truth,True,827
3306,a,False,827
3307,since,False,827
3308,very,False,827
3309,five,True,828
3310,quality,False,828
3311,bit,False,828
3312,commercial,False,828
3313,which,True,829
3314,red,False,829
3315,concern,False,829
3316,list,False,829
3317,on,True,830
3318,success,False,830
3319,across,False,830
3320,stuff,False,830
3321,while,True,831
3322,PM,False,831
3323,different,False,831
3324,happen,False,831
3325,interesting,True,832
3326,affect,False,832
3327,employee,False,832
3328,media,False,832
3329,different,True,833
3330,hear,False,833
3331,fill,False,833
3332,relate,False,833
3333,large,True,834
3334,their,False,834
3335,leader,False,834
3336,your,False,834
3337,subject,True,835
3338,care,False,835
3339,which,False,835
3340,suggest,False,835
3341,stand,True,836
3342,then,False,836
3343,your,False,836
3344,always,False,836
3345,almost,True,837
3346,organization,False,837
3347,crime,False,837
3348,clearly,False,837
3349,behavior,True,838
3350,ball,False,838
3351,ever,False,838
3352,quality,False,838
3353,bed,True,839
3354,table,False,839
3355,environment,False,839
3356,about,False,839
3357,sing,True,840
3358,trouble,False,840
3359,institution,False,840
3360,focus,False,840
3361,across,True,841
3362,just,False,841
3363,foreign,False,841
3364,student,False,841
3365,gas,True,842
3366,present,False,842
3367,difference,False,842
3368,production,False,842
3369,later,True,843
3370,leave,False,843
3371,by,False,843
3372,word,False,843
3373,very,True,844
3374,painting,False,844
3375,receive,False,844
3376,difference,False,844
3377,organization,True,845
3378,possible,False,845
3379,economy,False,845
3380,art,False,845
3381,test,True,846
3382,stock,False,846
3383,during,False,846
3384,reality,False,846
3385,our,True,847
3386,bed,False,847
3387,usually,False,847
3388,special,False,847
3389,imagine,True,848
3390,safe,False,848
3391,my,False,848
3392,business,False,848
3393,almost,True,849
3394,task,False,849
3395,local,False,849
3396,task,False,849
3397,exist,True,850
3398,should,False,850
3399,economy,False,850
3400,lawyer,False,850
3401,method,True,851
3402,drop,False,851
3403,up,False,851
3404,black,False,851
3405,impact,True,852
3406,various,False,852
3407,fight,False,852
3408,into,False,852
3409,face,True,853
3410,stand,False,853
3411,senior,False,853
3412,month,False,853
3413,rather,True,854
3414,might,False,854
3415,wear,False,854
3416,quality,False,854
3417,off,True,855
3418,kind,False,855
3419,bag,False,855
3420,old,False,855
3421,prove,True,856
3422,expect,False,856
3423,official,False,856
3424,group,False,856
3425,likely,True,857
3426,sing,False,857
3427,three,False,857
3428,number,False,857
3429,network,True,858
3430,series,False,858
3431,among,False,858
3432,very,False,858
3433,of,True,859
3434,pass,False,859
3435,down,False,859
3436,teach,False,859
3437,idea,True,860
3438,onto,False,860
3439,true,False,860
3440,create,False,860
3441,game,True,861
3442,list,False,861
3443,use,False,861
3444,school,False,861
3445,though,True,862
3446,free,False,862
3447,budget,False,862
3448,not,False,862
3449,color,True,863
3450,budget,False,863
3451,position,False,863
3452,question,False,863
3453,line,True,864
3454,trade,False,864
3455,office,False,864
3456,join,False,864
3457,bank,True,865
3458,attack,False,865
3459,can,False,865
3460,fine,False,865
3461,land,True,866
3462,successful,False,866
3463,next,False,866
3464,toward,False,866
3465,would,True,867
3466,control,False,867
3467,couple,False,867
3468,much,False,867
3469,each,True,868
3470,message,False,868
3471,commercial,False,868
3472,table,False,868
3473,girl,True,869
3474,consider,False,869
3475,involve,False,869
3476,own,False,869
3477,bring,True,870
3478,guess,False,870
3479,statement,False,870
3480,take,False,870
3481,change,True,871
3482,best,False,871
3483,age,False,871
3484,list,False,871
3485,how,True,872
3486,stay,False,872
3487,discussion,False,872
3488,note,False,872
3489,across,True,873
3490,budget,False,873
3491,never,False,873
3492,network,False,873
3493,north,True,874
3494,firm,False,874
3495,suffer,False,874
3496,represent,False,874
3497,generation,True,875
3498,seek,False,875
3499,reflect,False,875
3500,result,False,875
3501,commercial,True,876
3502,try,False,876
3503,small,False,876
3504,talk,False,876
3505,home,True,877
3506,unit,False,877
3507,drop,False,877
3508,media,False,877
3509,everybody,True,878
3510,development,False,878
3511,thousand,False,878
3512,east,False,878
3513,ago,True,879
3514,add,False,879
3515,company,False,879
3516,personal,False,879
3517,see,True,880
3518,door,False,880
3519,effect,False,880
3520,type,False,880
3521,drug,True,881
3522,step,False,881
3523,property,False,881
3524,expect,False,881
3525,building,True,882
3526,will,False,882
3527,camera,False,882
3528,data,False,882
3529,those,True,883
3530,world,False,883
3531,bed,False,883
3532,middle,False,883
3533,born,True,884
3534,gas,False,884
3535,feeling,False,884
3536,drop,False,884
3537,opportunity,True,885
3538,marriage,False,885
3539,pressure,False,885
3540,test,False,885
3541,with,True,886
3542,brother,False,886
3543,together,False,886
3544,employee,False,886
3545,serious,True,887
3546,worker,False,887
3547,maybe,False,887
3548,standard,False,887
3549,add,True,888
3550,worker,False,888
3551,then,False,888
3552,popular,False,888
3553,actually,True,889
3554,operation,False,889
3555,kid,False,889
3556,north,False,889
3557,address,True,890
3558,his,False,890
3559,better,False,890
3560,sometimes,False,890
3561,live,True,891
3562,day,False,891
3563,during,False,891
3564,pattern,False,891
3565,hope,True,892
3566,quite,False,892
3567,deep,False,892
3568,find,False,892
3569,firm,True,893
3570,exist,False,893
3571,wrong,False,893
3572,play,False,893
3573,when,True,894
3574,scene,False,894
3575,born,False,894
3576,sound,False,894
3577,indicate,True,895
3578,if,False,895
3579,huge,False,895
3580,realize,False,895
3581,type,True,896
3582,technology,False,896
3583,president,False,896
3584,science,False,896
3585,fire,True,897
3586,market,False,897
3587,writer,False,897
3588,away,False,897
3589,moment,True,898
3590,build,False,898
3591,respond,False,898
3592,only,False,898
3593,later,True,899
3594,rate,False,899
3595,eye,False,899
3596,mother,False,899
3597,listen,True,900
3598,statement,False,900
3599,role,False,900
3600,animal,False,900
3601,if,True,901
3602,community,False,901
3603,yes,False,901
3604,war,False,901
3605,happen,True,902
3606,foreign,False,902
3607,happy,False,902
3608,interview,False,902
3609,minute,True,903
3610,food,False,903
3611,add,False,903
3612,consumer,False,903
3613,place,True,904
3614,next,False,904
3615,memory,False,904
3616,point,False,904
3617,Mrs,True,905
3618,happen,False,905
3619,go,False,905
3620,floor,False,905
3621,myself,True,906
3622,food,False,906
3623,agency,False,906
3624,trade,False,906
3625,live,True,907
3626,film,False,907
3627,research,False,907
3628,sure,False,907
3629,dinner,True,908
3630,often,False,908
3631,adult,False,908
3632,plan,False,908
3633,pull,True,909
3634,work,False,909
3635,benefit,False,909
3636,nothing,False,909
3637,final,True,910
3638,quickly,False,910
3639,speech,False,910
3640,cut,False,910
3641,environment,True,911
3642,cut,False,911
3643,either,False,911
3644,small,False,911
3645,own,True,912
3646,various,False,912
3647,generation,False,912
3648,them,False,912
3649,response,True,913
3650,in,False,913
3651,low,False,913
3652,whom,False,913
3653,attention,True,914
3654,central,False,914
3655,everyone,False,914
3656,necessary,False,914
3657,person,True,915
3658,week,False,915
3659,quickly,False,915
3660,here,False,915
3661,out,True,916
3662,culture,False,916
3663,officer,False,916
3664,network,False,916
3665,price,True,917
3666,sense,False,917
3667,when,False,917
3668,country,False,917
3669,house,True,918
3670,and,False,918
3671,case,False,918
3672,operation,False,918
3673,turn,True,919
3674,other,False,919
3675,sure,False,919
3676,hand,False,919
3677,majority,True,920
3678,pay,False,920
3679,yet,False,920
3680,set,False,920
3681,movie,True,921
3682,sea,False,921
3683,entire,False,921
3684,security,False,921
3685,new,True,922
3686,include,False,922
3687,statement,False,922
3688,mind,False,922
3689,second,True,923
3690,economic,False,923
3691,alone,False,923
3692,friend,False,923
3693,article,True,924
3694,mind,False,924
3695,response,False,924
3696,why,False,924
3697,food,True,925
3698,born,False,925
3699,remember,False,925
3700,speak,False,925
3701,whether,True,926
3702,now,False,926
3703,consumer,False,926
3704,edge,False,926
3705,table,True,927
3706,night,False,927
3707,necessary,False,927
3708,goal,False,927
3709,official,True,928
3710,human,False,928
3711,kind,False,928
3712,true,False,928
3713,drug,True,929
3714,beautiful,False,929
3715,say,False,929
3716,whose,False,929
3717,site,True,930
3718,simply,False,930
3719,wind,False,930
3720,cost,False,930
3721,finally,True,931
3722,project,False,931
3723,imagine,False,931
3724,seek,False,931
3725,source,True,932
3726,his,False,932
3727,voice,False,932
3728,send,False,932
3729,mission,True,933
3730,ahead,False,933
3731,court,False,933
3732,better,False,933
3733,eye,True,934
3734,western,False,934
3735,bed,False,934
3736,old,False,934
3737,easy,True,935
3738,fight,False,935
3739,risk,False,935
3740,small,False,935
3741,answer,True,936
3742,include,False,936
3743,since,False,936
3744,should,False,936
3745,do,True,937
3746,fly,False,937
3747,source,False,937
3748,continue,False,937
3749,discuss,True,938
3750,value,False,938
3751,southern,False,938
3752,official,False,938
3753,buy,True,939
3754,picture,False,939
3755,court,False,939
3756,treatment,False,939
3757,card,True,940
3758,hit,False,940
3759,situation,False,940
3760,thought,False,940
3761,player,True,941
3762,data,False,941
3763,fire,False,941
3764,performance,False,941
3765,these,True,942
3766,old,False,942
3767,maintain,False,942
3768,consumer,False,942
3769,guess,True,943
3770,production,False,943
3771,you,False,943
3772,respond,False,943
3773,federal,True,944
3774,bill,False,944
3775,prepare,False,944
3776,some,False,944
3777,understand,True,945
3778,change,False,945
3779,heart,False,945
3780,real,False,945
3781,rather,True,946
3782,office,False,946
3783,summer,False,946
3784,give,False,946
3785,station,True,947
3786,item,False,947
3787,good,False,947
3788,nation,False,947
3789,stand,True,948
3790,however,False,948
3791,draw,False,948
3792,the,False,948
3793,notice,True,949
3794,anything,False,949
3795,her,False,949
3796,contain,False,949
3797,responsibility,True,950
3798,force,False,950
3799,own,False,950
3800,foot,False,950
3801,commercial,True,951
3802,evidence,False,951
3803,glass,False,951
3804,else,False,951
3805,marriage,True,952
3806,decide,False,952
3807,expert,False,952
3808,could,False,952
3809,election,True,953
3810,black,False,953
3811,will,False,953
3812,change,False,953
3813,production,True,954
3814,yes,False,954
3815,newspaper,False,954
3816,force,False,954
3817,exactly,True,955
3818,bill,False,955
3819,help,False,955
3820,of,False,955
3821,hotel,True,956
3822,seek,False,956
3823,guess,False,956
3824,ever,False,956
3825,risk,True,957
3826,street,False,957
3827,who,False,957
3828,interest,False,957
3829,bill,True,958
3830,should,False,958
3831,realize,False,958
3832,site,False,958
3833,long,True,959
3834,again,False,959
3835,choose,False,959
3836,down,False,959
3837,play,True,960
3838,table,False,960
3839,civil,False,960
3840,house,False,960
3841,similar,True,961
3842,quickly,False,961
3843,my,False,961
3844,end,False,961
3845,record,True,962
3846,big,False,962
3847,security,False,962
